x0,x1,x2,x3,x4,x5,weight,source_index
0.315,0.356,0.0306,0.347,0.0159,0.259,1722.6319671267518,93098
0.733,0.483,0.048,0.0121,0.0166,0.155,2670.5299757665157,17176
0.493,0.989,0.0532,0.000321,0.033,0.444,12018.3858392161,22169
0.595,0.372,0.615,0.121,0.0,0.347,25.023706669476347,95821
0.385,0.951,0.714,0.489,0.0,0.106,45.042672005057426,18609
0.514,0.91,0.612,0.0152,0.00087,0.461,56.05310293962702,10886
0.466,0.235,0.0721,0.503,0.338,0.184,6335.001580444632,102851
0.623,0.484,0.0566,0.713,0.0,0.446,5172.90064271415,97058
0.411,0.638,0.0576,0.925,0.00206,0.336,1054.9994731851227,16464
0.555,0.596,0.0298,0.665,1.05e-05,0.352,1649.5627436518807,55033
0.477,0.313,0.594,0.714,0.0,0.266,15.01422400168581,66142
0.752,0.191,0.574,0.846,0.0,0.391,84.07965440944052,98940
0.431,0.789,0.951,0.858,0.0,0.217,158.1498261510905,18589
0.604,0.661,0.94,0.833,0.0,0.328,324.30723843641346,18145
0.132,0.0018,0.165,2.25e-06,0.677,0.00598,577.5471499315141,101893
0.598,0.424,0.0734,0.0199,0.816,0.311,779.738699820883,105174
0.262,0.971,0.332,7.3e-06,0.851,0.33,2898.7461805921403,42598
0.625,0.861,0.0357,0.014,0.692,0.358,4308.081340217048,38655
0.0985,0.0341,0.0435,0.93,0.851,0.0815,4256.032030344537,101355
0.716,0.33,0.11,0.535,0.877,0.39,1550.4688652407544,111341
0.111,0.636,0.102,0.784,1.0,0.00782,254.2408597618797,101735
0.722,0.523,0.0568,0.861,0.845,0.127,224.21241175850807,54497
0.487,0.464,0.03,0.0666,0.00531,0.851,264.25034242967024,84475
0.838,0.496,0.0624,0.239,4.83e-06,0.679,2255.1364450532083,88947
0.418,0.846,0.0473,0.000232,0.0,0.561,5051.785902433885,62377
0.926,0.228,0.52,0.304,0.0,0.906,36.03413760404594,14836
0.829,0.572,0.746,0.281,0.0,0.54,50.047413338952694,87163
0.39,0.31,0.0676,0.794,0.0,0.584,1025.9719734485302,19919
0.749,0.487,0.0943,0.879,0.000225,0.756,3983.7741017806347,102178
0.496,0.776,0.0539,0.548,0.0,0.788,1038.984300916658,97284
0.701,0.804,0.0379,0.71,0.0,0.963,5235.960383521231,104260
0.754,0.34,0.505,0.834,0.0,0.922,94.08913707723107,108031
0.494,0.644,0.905,0.704,0.0,0.866,45.042672005057426,64347
0.585,0.793,0.851,0.847,0.0,0.538,213.20198082393847,18427
0.368,0.281,0.0508,0.0208,0.917,0.775,13.012327468127701,79262
0.804,0.285,0.0467,0.000339,0.666,0.84,291.2759456327047,100927
0.29,0.966,0.0906,0.0118,0.833,0.619,432.4096512485513,82460
0.777,0.614,0.0368,0.000838,0.866,0.68,2144.0311874407334,105676
0.491,0.185,0.0452,0.947,0.929,0.674,300.2844800337162,45360
0.874,0.407,0.0568,0.516,0.907,0.518,498.47223685596884,45428
0.452,0.527,0.0471,0.796,0.712,0.929,83.07870614266147,90180
0.733,0.561,0.0463,0.574,0.872,0.567,236.22379095985673,111418
0.535,0.538,0.0532,0.237,4.08e-06,0.69,2836.6873880518388,65974
0.853,0.695,0.0297,0.011,1.64e-05,0.696,1652.565588452218,67935
0.54,0.803,0.0476,0.00214,7.37e-06,0.725,6094.773996417659,100136
0.829,0.863,0.067,0.00206,0.0193,0.641,1200.1369718680855,21718
0.514,0.61,0.406,0.062,1.04e-05,0.527,259.245601095775,11924
0.922,0.573,0.278,0.129,0.0,0.642,241.22853229375198,48015
0.56,0.926,0.344,0.00146,0.000402,0.737,260.246549362554,46608
0.818,0.824,0.348,0.00927,0.0,0.614,85.08060267621958,49547
0.676,0.735,0.0378,0.5,4.31e-06,0.561,1400.3266252238964,90918
0.773,0.699,0.0958,0.488,3.6e-06,0.513,442.4191339163418,31503
0.606,0.866,0.0476,0.328,0.0,0.641,782.7415446212201,35364
0.849,0.78,0.0881,0.255,0.0,0.517,195.18491202191552,38447
0.575,0.574,0.357,0.5,0.0,0.719,187.17732588768308,34920
0.867,0.646,0.288,0.303,0.0,0.67,94.08913707723107,103871
0.695,0.82,0.256,0.275,0.0,0.747,86.08155094299863,28995
0.779,0.854,0.341,0.316,0.0,0.719,35.03318933726689,104707
0.713,0.717,0.0538,0.00145,0.322,0.746,76.0720682752081,23941
0.824,0.693,0.0631,0.0382,0.291,0.521,55.05215467284796,109226
0.538,0.868,0.0377,0.000599,0.482,0.556,179.16973975345064,71200
0.793,0.872,0.107,8.45e-05,0.305,0.661,40.03793067116216,13561
0.617,0.555,0.0328,0.332,0.255,0.691,19.018017068802024,64828
0.567,0.932,0.131,0.263,0.478,0.678,9.008534401011485,111609
0.616,0.64,0.0283,0.0142,3.58e-05,0.833,1777.6841217995998,100969
0.765,0.63,0.0304,0.0467,3.06e-05,0.963,1120.0611105257613,102294
0.69,0.925,0.0333,0.0036,0.0,0.874,4321.093667685176,12296
0.835,0.847,0.0562,0.113,0.0,0.926,1397.3237804235594,21817
0.648,0.73,0.415,0.248,4.94e-05,0.904,94.08913707723107,60848
0.853,0.511,0.422,0.188,0.0,0.795,141.1337056158466,51820
0.693,0.855,0.296,0.198,0.0,0.856,140.13275734906756,69431
0.763,0.782,0.399,0.0067,7.78e-06,0.893,94.08913707723107,21782
0.736,0.577,0.11,0.336,0.0,0.839,952.9027499736593,46261
0.756,0.587,0.0286,0.409,0.0,0.893,498.47223685596884,14625
0.729,0.821,0.0333,0.341,2.67e-05,0.76,1074.0174902539247,35413
0.777,0.949,0.0585,0.306,1.63e-05,0.85,381.36128964281954,61355
0.624,0.589,0.281,0.302,0.0,0.78,61.057844273522285,87203
0.844,0.576,0.297,0.352,0.0,0.928,53.05025813928986,87618
0.662,0.896,0.251,0.318,0.0,0.79,69.06543040775472,68652
0.826,0.779,0.375,0.35,0.0,0.936,27.025603203034457,51044
0.738,0.607,0.0845,0.00746,0.324,0.78,51.04836160573175,86502
0.833,0.744,0.0886,0.168,0.458,0.917,38.03603413760405,23610
0.691,0.927,0.0929,0.000109,0.272,0.753,125.11853334738174,10905
0.847,0.934,0.0442,0.00783,0.494,0.863,57.05405120640607,23784
0.731,0.663,0.0538,0.364,0.487,0.964,12.011379201348646,107649
0.885,0.576,0.0526,0.458,0.403,0.866,8.007586134232431,73783
0.738,0.792,0.0378,0.309,0.39,0.968,7.006637867453377,11819
0.652,0.577,0.0373,0.00947,4.02e-05,0.123,1190.127489200295,89146
0.83,0.583,0.0412,0.0563,0.0005,0.146,218.20672215783375,33057
0.609,0.801,0.0694,0.0246,0.00255,0.202,1491.4129175007904,30192
0.764,0.771,0.0464,0.0735,0.0117,0.164,71.06732694131283,32227
0.743,0.59,0.259,0.00972,0.0,0.183,34.032241070487835,48226
0.906,0.525,0.291,0.029,5.76e-06,0.24,19.018017068802024,20576
0.573,0.966,0.289,0.00659,0.0,0.104,94.08913707723107,49048
0.606,0.664,0.0815,0.398,0.0,0.164,341.3233589716574,18700
0.798,0.62,0.232,0.414,0.0192,0.235,67.06353387419661,20385
0.557,0.758,0.0414,0.324,3.34e-06,0.192,60.05689600674324,40070
0.753,0.844,0.137,0.361,6.44e-05,0.131,10.00948266779054,46378
0.735,0.651,0.315,0.262,0.0,0.163,15.01422400168581,5678
0.706,0.995,0.323,0.29,0.0107,0.119,18.01706880202297,49845
0.601,0.75,0.0419,0.0608,0.374,0.222,92.08724054367296,10836
0.803,0.743,0.0532,0.0012,0.308,0.176,18.01706880202297,109264
0.582,0.929,0.034,0.00067,0.36,0.0839,237.22473922663576,32358
0.876,0.76,0.167,0.0856,0.5,0.248,13.012327468127701,10606
0.712,0.569,0.0348,0.346,0.492,0.241,19.018017068802024,109515
0.686,0.92,0.0566,0.301,0.27,0.225,11.010430934569593,84223
0.555,0.585,0.0311,0.166,0.0,0.307,3066.9054894110213,40442
0.751,0.727,0.0304,0.0442,0.0338,0.28,920.8724054367297,13000
0.532,0.869,0.172,0.157,0.00508,0.422,4173.954272468654,31021
0.764,0.802,0.0351,0.102,0.0,0.323,387.36697924349386,65954
