x0,x1,x2,x3,x4,x5,weight,source_index
0.315,0.418,0.0299,0.131,0.000679,0.237,1735.6003573924504,81790
0.766,0.179,0.133,0.113,0.0,0.355,2690.634371599685,103693
0.371,0.862,0.0735,0.0731,0.0,0.169,12108.863155846107,110693
0.854,0.798,0.159,0.223,0.0452,0.055,15964.29614033846,32408
0.473,0.141,0.0354,0.932,0.144,0.345,6382.693005192806,69545
0.501,0.0454,0.0388,0.938,3.76e-05,0.255,5211.843490414982,64918
0.34,0.606,0.0379,0.798,0.00205,0.268,1062.941764492529,55028
0.584,0.533,0.0305,0.684,0.0,0.224,1661.9810511230437,11053
0.596,0.194,0.937,0.849,0.0,0.332,84.71262639219397,18746
0.451,0.676,0.919,0.879,0.0,0.251,159.34041630912677,18722
0.508,0.912,0.925,0.547,0.0,0.135,326.7487017984625,18768
0.408,0.369,0.043,0.0871,0.841,0.154,581.8950646225705,5356
0.589,0.453,0.124,0.276,0.88,0.146,785.6087614228466,55672
0.26,0.994,0.0909,6.47e-06,0.704,0.36,2920.5686432356397,22999
0.683,0.889,0.0389,0.00114,0.671,0.412,4340.513618952415,10680
0.146,0.48,0.052,0.918,0.941,1e-05,4288.072469281057,101276
0.606,0.397,0.029,0.699,0.904,0.173,1562.1411700179578,105446
0.188,0.912,0.0493,0.734,0.987,0.0028,256.1548464716342,101581
0.705,0.555,0.143,0.864,0.672,0.492,225.9003370458506,54458
0.486,0.489,0.0306,0.249,0.0,0.682,266.23968294689536,80718
0.699,0.493,0.227,0.0737,2.39e-05,0.528,2272.1136578763453,1355
0.428,0.931,0.05,5.82e-06,1.5e-06,0.575,5089.816969064322,62607
0.374,0.439,0.0309,0.679,0.000209,0.83,1033.6957387142718,92976
0.782,0.39,0.316,0.61,2.88e-06,0.761,4013.7649171539524,100462
0.494,0.528,0.0294,0.593,0.000652,0.607,1046.8060261321114,102956
0.543,0.682,0.317,0.736,0.0,0.921,5275.377960209127,96830
0.657,0.348,0.954,0.835,0.0,0.598,94.79746286745517,18309
0.511,0.801,0.913,0.988,0.000192,0.684,214.8070169230633,18675
0.781,0.298,0.122,0.235,0.923,0.733,293.4687414301006,105793
0.487,0.629,0.0624,0.0316,0.79,0.678,435.6649357312833,84286
0.568,0.541,0.0264,0.395,0.955,0.508,2160.1719730009463,75451
0.363,0.00954,0.0405,0.978,0.627,0.573,302.5450942578356,76311
0.802,0.285,0.0791,0.865,0.921,0.788,502.22485646800715,108745
0.289,0.599,0.0392,0.893,0.814,0.804,83.70414274466786,75048
0.585,0.857,0.0393,0.58,0.601,0.624,238.00214081616403,38364
0.725,0.706,0.121,0.193,0.0,0.667,2858.0426570890204,65650
0.865,0.7,0.0318,0.0236,0.0323,0.665,1665.006502065622,53997
0.591,0.831,0.0355,0.235,0.00142,0.678,6140.656929786537,102470
0.783,0.835,0.0625,0.141,0.000221,0.586,1209.1718933838163,83823
0.716,0.526,0.285,0.133,0.0,0.53,261.19726470926474,36431
0.89,0.716,0.296,0.174,0.000589,0.656,243.04455905379461,48767
0.642,0.861,0.406,0.071,0.0,0.741,262.2057483567909,21195
0.82,0.842,0.272,0.157,0.0,0.653,85.72111003972009,65327
0.654,0.707,0.0326,0.263,0.0,0.7,1410.8686228890401,74108
0.752,0.67,0.0465,0.306,0.000528,0.748,445.7497722065445,80824
0.731,0.85,0.0336,0.252,0.0,0.644,788.6342123654249,19652
0.757,0.833,0.173,0.314,0.0,0.7,196.65431126759316,21619
0.575,0.574,0.357,0.5,0.0,0.719,188.5864420873842,34920
0.801,0.702,0.37,0.49,1.86e-06,0.524,94.79746286745517,89045
0.54,0.945,0.271,0.315,0.0,0.551,86.72959368724621,1090
0.613,0.941,0.118,0.00137,0.378,0.552,180.51857290717527,27377
0.729,0.635,0.0495,0.0997,0.0,0.764,1791.0669580063868,66824
0.803,0.745,0.0689,0.159,0.0,0.792,1128.493201581727,89622
0.707,0.843,0.0779,0.0268,0.0,0.766,4353.623906370254,67691
0.795,0.845,0.135,0.105,1.14e-05,0.769,1407.8431719464618,68379
0.721,0.734,0.255,0.121,2.68e-06,0.761,94.79746286745517,89934
0.831,0.628,0.4,0.182,0.0,0.77,142.19619430118274,18464
0.703,0.896,0.418,0.0607,0.0,0.943,141.18771065365664,60042
0.763,0.782,0.399,0.0067,7.78e-06,0.893,94.79746286745517,21782
0.616,0.734,0.0342,0.367,0.187,0.966,960.0764324448651,7416
0.777,0.721,0.071,0.476,0.0512,0.88,502.22485646800715,103706
0.65,0.88,0.0283,0.36,0.00369,0.921,1082.1029537955253,62425
0.818,0.95,0.0508,0.272,0.0,0.96,384.2322697074512,95815
0.515,0.899,0.0448,0.00808,0.479,0.929,126.06045594076484,58623
