x0,x1,x2,x3,x4,x5,weight,source_index
0.433,0.327,0.0271,0.372,0.0,0.292,1735.6003573924504,99324
0.508,0.465,0.0373,0.154,0.00504,0.171,2690.634371599685,28763
0.34,0.74,0.0442,0.0248,0.0,0.492,12108.863155846107,40274
0.518,0.906,0.0517,0.00159,1.41e-05,0.45,15964.29614033846,10059
0.284,0.18,0.0333,0.662,0.0346,0.418,6382.693005192806,38631
0.729,0.229,0.0317,0.949,0.0669,0.364,5211.843490414982,106661
0.487,0.663,0.0529,0.564,0.0,0.25,1062.941764492529,63594
0.762,0.626,0.0668,0.534,0.000783,0.29,1661.9810511230437,69807
0.56,0.405,0.894,0.802,0.0,0.189,84.71262639219397,18657
0.447,0.974,0.928,0.698,0.0,0.123,159.34041630912677,18839
0.72,0.588,0.836,0.917,0.0,0.367,326.7487017984625,18523
0.452,0.131,0.0324,0.47,0.898,0.143,581.8950646225705,4182
0.684,0.434,0.0419,0.0446,0.905,0.162,785.6087614228466,105293
0.251,0.991,0.127,0.0208,0.961,0.469,2920.5686432356397,42315
0.782,0.926,0.0428,4.1e-05,0.913,0.103,4340.513618952415,13315
0.149,0.0281,0.0397,0.86,0.549,0.042,4288.072469281057,16497
0.629,0.123,0.077,0.994,0.954,0.313,1562.1411700179578,45652
0.106,0.886,0.0479,0.879,0.67,0.0217,256.1548464716342,101922
0.725,0.538,0.0342,0.501,0.594,0.372,225.9003370458506,13663
0.234,0.396,0.0394,0.401,0.000303,0.636,266.23968294689536,84995
0.916,0.499,0.349,0.06,0.0,0.813,2272.1136578763453,112258
0.411,0.878,0.0611,0.00997,0.0,0.682,5089.816969064322,86978
0.352,0.424,0.0634,0.965,0.0,0.605,1033.6957387142718,16609
0.655,0.486,0.0258,0.785,0.000255,0.802,4013.7649171539524,18783
0.335,0.502,0.0498,0.867,0.000657,0.935,1046.8060261321114,108562
0.631,0.569,0.0438,0.728,0.0,0.874,5275.377960209127,92078
0.759,0.494,0.951,0.746,0.0,0.573,94.79746286745517,18357
0.588,0.562,0.916,0.861,0.0,0.64,214.8070169230633,18841
0.764,0.349,0.0518,0.0169,0.593,0.517,293.4687414301006,111069
0.306,0.701,0.0647,0.000398,0.592,0.555,435.6649357312833,63513
0.791,0.597,0.0469,0.000109,0.874,0.605,2160.1719730009463,24440
0.0579,7.63e-05,0.0818,0.96,0.79,0.94,302.5450942578356,59274
0.68,0.465,0.029,0.743,0.676,0.847,502.22485646800715,26450
0.486,0.623,0.0358,0.734,0.536,0.525,83.70414274466786,34564
0.769,0.605,0.0315,0.706,0.596,0.873,238.00214081616403,66278
0.586,0.616,0.0324,0.182,0.0,0.719,2858.0426570890204,81733
0.874,0.69,0.114,0.121,0.0,0.735,1665.006502065622,88312
0.534,0.988,0.0361,0.0777,0.0835,0.546,6140.656929786537,49419
0.769,0.754,0.085,0.172,0.000571,0.728,1209.1718933838163,58452
0.61,0.54,0.418,0.195,0.0,0.619,261.19726470926474,106627
0.908,0.559,0.333,0.00656,0.0,0.616,243.04455905379461,3516
0.718,0.765,0.373,0.0178,0.0,0.685,262.2057483567909,60074
0.888,0.837,0.288,0.0761,0.0,0.601,85.72111003972009,32999
0.675,0.579,0.0308,0.369,3.38e-06,0.724,1410.8686228890401,80459
0.921,0.668,0.171,0.283,0.0,0.556,445.7497722065445,60190
0.627,0.759,0.0824,0.477,0.0,0.635,788.6342123654249,97610
0.76,0.828,0.0571,0.485,0.0,0.583,196.65431126759316,97566
0.749,0.68,0.276,0.377,0.0,0.59,188.5864420873842,36244
0.853,0.643,0.364,0.251,0.0,0.549,94.79746286745517,87614
0.597,0.878,0.263,0.257,0.0,0.706,86.72959368724621,60712
0.567,0.975,0.139,0.00146,0.424,0.75,180.51857290717527,27020
0.703,0.66,0.123,0.137,0.0,0.79,1791.0669580063868,30115
0.8,0.61,0.0674,0.182,0.0,0.963,1128.493201581727,68847
0.732,0.758,0.189,0.214,0.0,0.78,4353.623906370254,89586
0.873,0.855,0.0615,0.179,0.0285,0.884,1407.8431719464618,25472
0.687,0.546,0.385,0.152,0.0,0.915,94.79746286745517,104617
0.835,0.68,0.307,0.0195,0.0,0.937,142.19619430118274,110193
0.639,0.791,0.254,0.0275,0.0,0.933,141.18771065365664,88065
0.852,0.887,0.263,0.246,1.87e-05,0.788,94.79746286745517,88484
0.671,0.689,0.0932,0.328,2.95e-06,0.811,960.0764324448651,8448
0.814,0.595,0.0277,0.476,0.0,0.8,502.22485646800715,70575
0.609,0.801,0.0274,0.302,5.85e-06,0.939,1082.1029537955253,7086
0.797,0.795,0.162,0.499,0.0,0.897,384.2322697074512,88648
0.608,0.989,0.0319,0.000816,0.479,0.908,126.06045594076484,28834
