x0,x1,x2,x3,x4,x5,weight,source_index
0.379,0.438,0.0349,0.00191,3.35e-05,0.426,1721.7551557700745,112756
0.933,0.337,0.37,0.239,1.12e-05,0.331,2669.1706888986396,36917
0.857,0.437,0.859,0.00198,0.135,0.0734,25.010969723562965,17237
0.489,0.821,0.951,0.442,0.0,0.314,45.019745502413336,18284
0.617,0.825,0.655,0.0353,0.0273,0.345,56.02457218078104,29957
0.566,0.268,0.0925,0.993,1.93e-06,0.464,5170.267661254936,93522
0.495,0.51,0.0349,0.519,0.0,0.413,1054.4624835454147,12277
0.599,0.633,0.0357,0.501,0.000147,0.289,1648.7231241772706,2975
0.482,0.47,0.947,0.919,0.0,0.417,15.006581834137778,18422
0.684,0.449,0.611,0.869,0.0,0.341,84.03685827117157,99272
0.411,0.892,0.913,0.868,2.57e-06,0.166,158.06932865291793,18412
0.534,0.683,0.933,0.877,0.0,0.406,324.142167617376,18685
0.431,0.385,0.0332,0.0117,0.527,0.122,577.2531812198332,5314
0.659,0.293,0.0499,0.13,0.915,0.263,779.341816586222,24101
0.474,0.913,0.0658,0.0668,0.931,0.0847,2897.270732777534,110339
0.524,0.533,0.0341,0.0724,0.69,0.348,4305.8885476086,107096
0.48,0.926,0.679,0.000644,0.561,0.217,5.002193944712593,27424
0.54,0.983,0.578,0.0487,0.922,0.0695,4.001755155770074,109683
0.371,0.0163,0.0581,0.992,0.922,0.147,4253.865730583589,75887
0.706,0.257,0.0589,0.937,0.895,0.258,1549.6796840719612,45457
0.165,0.947,0.0769,0.936,0.994,0.0133,254.11145239139972,101438
0.593,0.554,0.0286,0.931,0.888,0.416,224.09828872312417,11668
0.533,0.331,0.588,0.982,0.652,0.23,5.002193944712593,15185
0.376,0.371,0.122,0.449,2.28e-06,0.656,264.1158402808249,103832
0.663,0.41,0.026,0.444,1.28e-05,0.558,2253.9885914874944,70872
0.36,0.992,0.0695,0.000167,0.0,0.598,5049.214567792891,33640
0.603,0.484,0.532,0.0965,0.0,0.93,36.01579640193067,21567
0.325,0.82,0.762,0.0767,0.105,0.861,5.002193944712593,42012
0.829,0.572,0.746,0.281,0.0,0.54,50.02193944712593,87163
0.432,0.429,0.0425,0.636,2.84e-06,0.56,1025.4497586660816,57843
