x0,x1,x2,x3,x4,x5,weight,source_index
0.362,0.462,0.0376,0.297,0.00121,0.0895,1722.6319671267518,38772
0.854,0.377,0.0897,0.0661,0.36,0.275,2670.5299757665157,28540
0.283,0.681,0.0483,0.0449,0.0177,0.428,12018.3858392161,48628
0.619,0.45,0.515,0.433,0.0,0.41,25.023706669476347,57520
0.367,0.996,0.538,0.0476,0.0,0.307,45.042672005057426,96202
0.849,0.665,0.511,0.0079,0.00822,0.436,56.05310293962702,17976
0.409,0.211,0.0311,0.636,1.71e-06,0.238,6335.001580444632,12447
0.535,0.459,0.0286,0.763,0.0,0.176,5172.90064271415,70778
0.464,0.981,0.0838,0.65,1.73e-06,0.311,1054.9994731851227,92632
0.574,0.598,0.0275,0.506,0.445,0.275,1649.5627436518807,45541
0.436,0.368,0.512,0.92,0.452,0.188,15.01422400168581,105911
0.752,0.191,0.574,0.846,0.0,0.391,84.07965440944052,98940
0.448,0.747,0.821,0.924,0.0,0.0386,158.1498261510905,18219
0.514,0.841,0.903,0.823,0.0,0.162,324.30723843641346,18904
0.286,0.473,0.0871,0.341,0.828,0.0615,577.5471499315141,26590
0.7,0.462,0.0518,9.49e-05,0.886,0.231,779.738699820883,73228
0.331,0.834,0.0752,3.56e-06,0.948,0.44,2898.7461805921403,6207
0.766,0.586,0.0452,9.98e-05,0.754,0.073,4308.081340217048,73659
0.473,0.361,0.0293,0.732,0.922,0.246,4256.032030344537,75300
0.554,0.0583,0.0458,0.988,0.933,0.154,1550.4688652407544,79635
0.486,0.532,0.11,0.665,0.663,0.336,254.2408597618797,54623
0.74,0.506,0.0463,0.91,0.635,0.0431,224.21241175850807,105422
0.401,0.213,0.0544,0.342,1.01e-05,0.678,264.25034242967024,103771
0.833,0.497,0.0739,0.291,0.000893,0.627,2255.1364450532083,23865
0.305,0.833,0.0398,0.000327,2.36e-05,0.586,5051.785902433885,71632
0.765,0.489,0.708,0.43,0.0,0.792,36.03413760404594,37341
0.722,0.628,0.565,0.0837,0.0,0.797,50.047413338952694,21276
0.422,0.486,0.0311,0.736,0.0,0.623,1025.9719734485302,90380
0.509,0.287,0.0636,0.693,0.0,0.545,3983.7741017806347,103927
0.433,0.576,0.352,0.589,0.0,0.704,1038.984300916658,96840
0.613,0.572,0.0288,0.761,0.344,0.703,5235.960383521231,57584
0.618,0.446,0.941,0.895,0.0,0.907,94.08913707723107,18961
0.494,0.644,0.905,0.704,0.0,0.866,45.042672005057426,64348
0.537,0.548,0.963,0.736,0.0,0.73,213.20198082393847,18504
0.497,0.499,0.056,0.0558,0.73,0.516,13.012327468127701,84458
