x0,x1,x2,x3,x4,x5,weight,source_index
0.24,0.437,0.0293,0.158,1.91e-06,0.211,1721.7551557700745,45947
0.533,0.376,0.0393,0.0302,0.248,0.187,2669.1706888986396,84106
0.635,0.282,0.541,0.467,0.0,0.334,25.010969723562965,98698
0.263,0.99,0.539,0.000128,0.123,0.266,45.019745502413336,27952
0.869,0.802,0.504,0.0978,0.0,0.346,56.02457218078104,87161
0.515,0.145,0.0334,0.91,4.06e-06,0.302,5170.267661254936,102080
0.429,0.586,0.0617,0.528,0.0,0.29,1054.4624835454147,11675
0.503,0.535,0.325,0.526,0.0,0.398,1648.7231241772706,112453
0.477,0.313,0.594,0.714,0.0,0.266,15.006581834137778,66142
0.687,0.388,0.649,0.567,0.0,0.214,84.03685827117157,43546
0.394,0.977,0.563,0.866,0.0,0.493,158.06932865291793,18436
0.638,0.925,0.952,0.683,0.0,0.491,324.142167617376,18485
0.0952,0.332,0.0349,0.0968,0.797,0.0653,577.2531812198332,4929
0.575,0.295,0.0326,0.484,0.703,0.394,779.341816586222,45009
0.469,0.668,0.0314,8.6e-06,0.841,0.239,2897.270732777534,38100
0.662,0.657,0.0345,0.288,0.856,0.0584,4305.8885476086,32107
0.371,0.982,0.512,0.359,0.543,0.0785,5.002193944712593,46269
0.54,0.983,0.578,0.0487,0.922,0.0695,4.001755155770074,46059
0.234,0.174,0.0391,0.984,0.961,0.0469,4253.865730583589,75291
0.539,0.26,0.1,0.873,0.695,0.104,1549.6796840719612,5440
0.167,0.76,0.0875,0.843,0.998,1e-05,254.11145239139972,101614
0.706,0.584,0.0289,0.694,0.879,0.339,224.09828872312417,105390
0.659,0.353,0.723,0.984,0.807,0.438,5.002193944712593,15113
0.462,0.234,0.0523,0.428,3.84e-05,0.965,264.1158402808249,90924
0.772,0.397,0.0391,0.339,0.00541,0.617,2253.9885914874944,8751
0.419,0.814,0.0386,0.381,0.00742,0.798,5049.214567792891,35813
0.63,0.249,0.965,0.353,0.0,0.739,36.01579640193067,18152
0.443,0.801,0.529,0.311,0.0,0.611,5.002193944712593,60949
0.797,0.647,0.535,0.363,0.0,0.711,50.02193944712593,37580
0.405,0.45,0.0346,0.587,0.0,0.652,1025.4497586660816,90821
0.579,0.409,0.0268,0.624,1.83e-05,0.526,3981.746379991224,8007
0.46,0.613,0.0553,0.715,3.65e-05,0.751,1038.4554629223344,74966
0.497,0.41,0.533,0.774,0.000965,0.965,6.002632733655112,111735
0.648,0.499,0.915,0.728,0.0,0.68,94.04124616059674,18741
