x0,x1,x2,x3,x4,x5,weight,source_index
0.312,0.431,0.0296,0.191,0.00107,0.287,1722.6319671267518,113525
0.788,0.387,0.104,0.341,2.23e-05,0.128,2670.5299757665157,39686
0.367,0.951,0.247,0.0908,0.00655,0.105,12018.3858392161,49272
0.695,0.44,0.714,0.139,0.0,0.498,25.023706669476347,60557
0.433,0.758,0.662,0.0409,2.64e-05,0.22,45.042672005057426,28219
0.869,0.802,0.504,0.0978,0.0,0.346,56.05310293962702,87152
0.261,0.214,0.0313,0.864,0.0,0.0658,6335.001580444632,40151
0.651,0.244,0.0544,0.856,0.00165,0.395,5172.90064271415,57646
0.367,0.52,0.0321,0.644,0.000142,0.389,1054.9994731851227,76203
0.625,0.533,0.0596,0.659,0.00266,0.139,1649.5627436518807,99108
0.436,0.368,0.512,0.92,0.452,0.188,15.01422400168581,105911
0.6,0.476,0.931,0.562,7.15e-06,0.457,84.07965440944052,18518
0.465,0.853,0.937,0.911,0.0,0.299,158.1498261510905,18623
0.505,0.8,0.95,0.773,0.0,0.241,324.30723843641346,18454
0.464,0.34,0.0343,0.216,0.909,0.0382,577.5471499315141,54331
0.594,0.418,0.0285,0.107,0.917,0.0375,779.738699820883,54032
0.423,0.873,0.077,0.484,0.807,0.312,2898.7461805921403,17753
0.705,0.954,0.0412,0.00546,0.892,0.144,4308.081340217048,110552
0.348,0.173,0.0477,0.931,0.969,0.0395,4256.032030344537,39282
0.63,0.357,0.0409,0.783,0.861,0.324,1550.4688652407544,105030
0.363,0.978,0.0579,0.918,0.939,0.0128,254.2408597618797,113584
0.641,0.853,0.0577,0.505,0.735,0.0366,224.21241175850807,36655
0.487,0.382,0.0309,0.0422,4.74e-06,0.714,264.25034242967024,90005
0.857,0.312,0.0611,0.179,0.0307,0.92,2255.1364450532083,66916
0.442,0.776,0.0381,0.412,0.0,0.925,5051.785902433885,92247
0.947,0.469,0.518,0.00959,0.0,0.699,36.03413760404594,66098
0.723,0.576,0.582,0.232,0.0,0.963,50.047413338952694,37357
0.499,0.339,0.061,0.917,0.0,0.656,1025.9719734485302,64171
0.564,0.407,0.0402,0.68,4.17e-05,0.524,3983.7741017806347,55960
0.477,0.789,0.0699,0.537,0.0,0.856,1038.984300916658,112096
