x0,x1,x2,x3,x4,x5,weight,source_index
0.343,0.42,0.0434,0.0292,0.00075,0.0557,1735.6003573924504,29671
0.856,0.453,0.164,0.125,0.0,0.256,2690.634371599685,66413
0.496,0.996,0.136,0.0232,0.00308,0.448,12108.863155846107,46310
0.678,0.819,0.0313,0.191,0.0,0.499,15964.29614033846,53520
0.401,0.245,0.113,0.955,1.8e-05,0.397,6382.693005192806,76699
0.581,0.431,0.0353,0.699,4.65e-05,0.446,5211.843490414982,80394
0.325,0.536,0.0323,0.614,0.0,0.218,1062.941764492529,103091
0.632,0.686,0.243,0.549,0.0,0.329,1661.9810511230437,31058
0.64,0.173,0.94,0.822,0.0,0.408,84.71262639219397,18798
0.442,0.885,0.937,0.982,0.00109,0.5,159.34041630912677,18268
0.567,0.577,0.937,0.936,0.0,0.399,326.7487017984625,18387
0.149,0.146,0.0617,0.214,0.641,0.0739,581.8950646225705,101527
0.839,0.48,0.0872,8.28e-06,0.877,0.414,785.6087614228466,73290
0.209,0.811,0.117,1.91e-06,0.902,0.264,2920.5686432356397,42248
0.604,0.817,0.0409,0.000259,0.859,0.0604,4340.513618952415,36328
0.12,0.231,0.0377,0.791,0.929,0.0394,4288.072469281057,54352
0.807,0.343,0.205,0.89,0.77,0.342,1562.1411700179578,15226
0.308,0.546,0.0305,0.95,0.795,0.36,256.1548464716342,45985
0.588,0.558,0.0466,0.757,0.875,0.454,225.9003370458506,75357
0.397,0.491,0.0338,0.212,8.46e-05,0.663,266.23968294689536,92419
0.649,0.413,0.0316,0.261,1.93e-05,0.59,2272.1136578763453,55780
0.392,0.794,0.125,0.194,0.0,0.836,5089.816969064322,92381
0.439,0.488,0.0615,0.702,0.000339,0.629,1033.6957387142718,34688
0.674,0.198,0.0306,0.89,2.49e-06,0.622,4013.7649171539524,52102
0.475,0.553,0.0534,0.701,0.0187,0.522,1046.8060261321114,34907
0.574,0.515,0.0417,0.782,0.000222,0.966,5275.377960209127,52182
0.816,0.456,0.569,0.529,0.0,0.534,94.79746286745517,51807
0.569,0.679,0.534,0.511,3.14e-06,0.538,214.8070169230633,98663
0.766,0.375,0.0763,0.297,0.862,0.62,293.4687414301006,100898
0.311,0.981,0.136,0.00127,0.908,0.62,435.6649357312833,42733
0.685,0.598,0.0325,0.021,0.742,0.868,2160.1719730009463,73157
0.491,0.198,0.048,0.978,0.89,0.619,302.5450942578356,108653
0.604,0.372,0.0747,0.967,0.958,0.775,502.22485646800715,108791
0.267,0.652,0.0519,0.67,0.959,0.603,83.70414274466786,59215
0.546,0.564,0.0395,0.827,0.852,0.752,238.00214081616403,45739
0.605,0.7,0.0277,0.00998,0.0,0.588,2858.0426570890204,91427
0.765,0.564,0.0466,0.094,0.0161,0.582,1665.006502065622,32582
0.692,0.823,0.0333,0.000761,0.000106,0.597,6140.656929786537,78334
0.794,0.884,0.179,0.0634,0.0,0.716,1209.1718933838163,51672
0.682,0.639,0.352,0.127,0.000359,0.654,261.19726470926474,111528
0.895,0.644,0.295,0.0173,0.0,0.648,243.04455905379461,48146
0.613,0.963,0.443,0.00147,0.00191,0.65,262.2057483567909,24884
0.788,0.805,0.271,0.238,0.00184,0.669,85.72111003972009,25940
0.591,0.676,0.208,0.303,0.0,0.631,1410.8686228890401,37365
0.756,0.694,0.147,0.266,0.0,0.702,445.7497722065445,21369
0.537,0.77,0.0443,0.285,0.00294,0.611,788.6342123654249,91685
0.764,0.765,0.0559,0.493,3.26e-06,0.663,196.65431126759316,9209
0.619,0.626,0.435,0.264,0.0,0.514,188.5864420873842,21575
0.804,0.609,0.268,0.375,1.74e-06,0.652,94.79746286745517,51360
0.553,0.86,0.279,0.451,0.0,0.627,86.72959368724621,21757
0.598,0.927,0.0436,0.0252,0.355,0.659,180.51857290717527,54187
0.624,0.748,0.0406,0.062,1.06e-06,0.756,1791.0669580063868,107675
0.791,0.639,0.0338,0.178,0.000336,0.911,1128.493201581727,69445
0.599,0.948,0.0472,0.000532,3.93e-05,0.856,4353.623906370254,24952
0.828,0.763,0.095,0.0741,0.0103,0.861,1407.8431719464618,68073
0.584,0.626,0.411,0.0656,2.71e-05,0.835,94.79746286745517,37780
0.883,0.633,0.487,0.103,0.0,0.806,142.19619430118274,66249
0.709,0.922,0.364,0.104,0.0,0.962,141.18771065365664,60414
0.822,0.851,0.284,0.216,0.0,0.923,94.79746286745517,37854
0.676,0.743,0.199,0.448,0.0,0.878,960.0764324448651,9231
0.807,0.737,0.0317,0.267,0.0,0.926,502.22485646800715,28092
0.727,0.838,0.0472,0.297,0.0,0.933,1082.1029537955253,89828
0.762,0.805,0.0358,0.283,0.0,0.963,384.2322697074512,975
0.7,0.875,0.0363,0.0919,0.422,0.942,126.06045594076484,85535
