x0,x1,weight,source_index
-6.686941850174692,22.84702951627953,1.000001000001,977705
17.599808189624742,1.9532739480495624,1.000001000001,96109
-12.734676662967496,-1.740314582383808,2868.002868002868,203507
-13.170574306322196,2.6657295278399973,2813.002813002813,57883
11.18514275937954,15.630331893861522,2786.002786002786,716272
23.527964244988663,24.35617915816772,48.000048000048,768684
24.1972013867498,10.9237015580197,52.000052000052,673643
11.21108259839936,21.346975376131947,2047.002047002047,816208
11.27182446326422,24.831137885545097,23.000023000023,736713
15.902877245231052,24.3864408013873,3307.003307003307,758294
7.94031236163671,-12.999315242536978,753.000753000753,184374
11.945025938716862,-12.13752161665001,1.000001000001,318705
11.732529980782228,-7.568384800995613,936.000936000936,78205
-13.42509465392891,6.437501820088249,273.000273000273,69201
-7.164199983030064,12.009469058023436,379.000379000379,132928
-7.9483503478899165,-12.470332193147804,346.000346000346,105693
-12.852601103553065,-7.171443889103637,244.000244000244,640148
6.303823943235632,-1.4707601678479318,9605.009605009605,187224
2.214016470674369,8.032947607176581,11835.011835011836,183953
-3.961995170461989,-11.298234774075295,10790.01079001079,410868
-3.224744071510368,-8.119732438865118,13381.013381013381,617871
-1.715049294340547,7.97278915545461,12608.012608012608,606643
-6.491083563923595,10.36761122193118,11069.011069011069,646386
2.457682755127775,-9.668248179200209,12788.012788012787,487660
1.2880694022979962,-8.682969919724307,12051.01205101205,49816
8.345193639937097,2.523822958952947,9254.009254009254,338451
18.232763664412055,19.879915831180178,6382.006382006382,724517
21.136714083431738,22.31188757230145,12477.012477012477,723791
21.42420335230637,12.82949993414056,12438.012438012438,848846
20.094564185012885,15.56928592253506,6467.006467006467,882006
-10.106191085898375,2.8459133215193733,13019.013019013018,17777
-10.582982874400724,3.135029112580834,9487.009487009487,403396
-9.890369687804505,-3.496587630465679,9037.009037009037,325974
-10.365596571171032,-2.490991109073891,12854.012854012853,128953
13.062247475967292,12.837579963194848,7533.007533007533,754604
14.529399674450836,15.422570620493104,10889.01088901089,652442
16.923516394243936,20.641691146367183,10759.010759010758,783760
13.82162436240942,22.374807805469736,7339.007339007339,815708
0.6137799905325325,20.005627414638564,11432.011432011432,949605
2.5480712427934886,19.660901795720303,2376.002376002376,967439
1.20519726013107,22.81070505967321,12316.012316012317,981134
3.5662274435337147,23.215626534839025,9693.009693009693,974822
9.65734084273872,6.344688734978025,7572.007572007572,243960
7.027611851294812,9.877390867555134,7110.00711000711,563561
8.65040386560952,9.013803306883077,1608.001608001608,537991
5.940858973994034,-9.584066935875748,6659.006659006659,157245
8.636753159281012,-9.570070075852753,1445.001445001445,343690
10.695812402045382,-6.087844916952781,7443.007443007443,535407
-5.297292283272545,20.55165428780757,402.000402000402,983543
-1.369940252888654,19.97848433096922,8119.008119008119,989454
-4.375445617811705,23.54773442611559,2542.002542002542,998273
-10.202564690782763,7.379577208885605,3771.003771003771,3523
-12.399675555641409,10.418641244927514,589.000589000589,64127
-8.333498636091077,9.848285745804075,4134.004134004134,555893
4.24697822255477,24.091653147427355,5055.005055005055,987516
0.5028324347540536,27.35640643506092,1153.001153001153,907550
2.6614825136572366,27.90739792484081,105.000105000105,959458
-9.693568466271318,-9.72490217239822,482.000482000482,620031
-8.42475542929251,-11.054812861311053,3918.003918003918,510876
-10.875656728738198,-6.136220553481282,3651.003651003651,572883
-4.281886920200607,24.38621405347257,1010.0010100010101,944403
-2.200185594180744,24.55788875310749,13213.013213013213,904633
-3.972345175987632,27.36269367723021,9.000009000009,913861
-0.7754569422399996,27.295427701196893,703.000703000703,964167
-5.050734751646811,-5.0011600071149775,8726.008726008726,214272
-2.4671066971976745,-4.592056496469586,2469.002469002469,238840
-6.534028438277654,-2.710707417724815,3269.003269003269,463419
-3.062097455470808,-0.4213139487352138,145.000145000145,246272
-4.705079862994006,2.61881587827152,3213.003213003213,365043
-2.219130096337325,2.92619449671702,176.000176000176,79699
-5.785086999108809,4.979353537571488,8528.008528008528,313613
-3.398908835719164,4.609067738725651,2113.002113002113,189375
12.554151577195537,1.1285958213840228,5395.005395005395,543888
14.467935167134812,2.1569435787689155,226.000226000226,166809
12.753003015167405,3.5591127506411597,3292.0032920032922,148795
14.660372442254143,4.469950228313713,114.000114000114,205601
12.44022009658141,-4.047741524841716,3044.003044003044,605043
15.45510504683283,-3.1418201998152813,104.000104000104,77031
12.392197141785118,-0.4526445737914084,5167.005167005167,599403
15.546372128967256,-1.1999382257071316,259.000259000259,72236
-0.3071706501140094,-4.625350646833833,1655.001655001655,300437
4.776573426581402,-3.758465496152215,5145.005145005145,567459
2.2195391322741838,-0.9501033588617478,78.000078000078,487516
4.844528015166246,-1.4387713206496808,1066.001066001066,420467
24.27474809088976,20.19409585864525,5903.005903005903,772506
