x0,x1,x2,x3,x4,x5,weight,source_index
0.365,0.458,0.0311,0.0576,0.0,0.114,1735.6003573924504,113148
0.684,0.471,0.043,0.208,0.0,0.453,2690.634371599685,98174
0.382,0.937,0.0758,0.0172,0.0,0.0957,12108.863155846107,47128
0.734,0.777,0.0412,0.144,4.05e-06,0.371,15964.29614033846,17092
0.366,0.245,0.147,0.852,0.0,0.48,6382.693005192806,108244
0.527,0.21,0.033,0.861,0.394,0.0457,5211.843490414982,93254
0.351,0.714,0.0386,0.542,0.0,0.483,1062.941764492529,96068
0.539,0.508,0.0348,0.56,0.0,0.277,1661.9810511230437,33179
0.637,0.391,0.924,0.754,0.0,0.409,84.71262639219397,18869
0.464,0.522,0.932,0.829,0.0,0.472,159.34041630912677,18793
0.511,0.864,0.658,0.782,0.0,0.407,326.7487017984625,18592
0.27,0.307,0.0436,0.217,0.884,0.0366,581.8950646225705,59583
0.659,0.294,0.108,0.414,0.793,0.305,785.6087614228466,94859
0.466,0.913,0.0569,0.0339,0.932,0.175,2920.5686432356397,46906
0.518,0.975,0.0575,0.000136,0.827,0.32,4340.513618952415,58489
0.378,0.162,0.05,0.983,0.888,0.132,4288.072469281057,79694
0.561,0.445,0.0579,0.784,0.87,0.0519,1562.1411700179578,4087
0.433,0.997,0.0509,0.935,0.866,0.0153,256.1548464716342,101467
0.669,0.54,0.0455,0.549,0.901,0.0402,225.9003370458506,73361
0.376,0.371,0.122,0.449,2.28e-06,0.656,266.23968294689536,64668
0.794,0.42,0.484,0.315,0.0,0.53,2272.1136578763453,37981
0.461,0.984,0.116,0.000975,0.0,0.66,5089.816969064322,50112
0.389,0.339,0.05,0.962,0.0244,0.52,1033.6957387142718,76295
0.514,0.247,0.0355,0.941,5.3e-05,0.504,4013.7649171539524,52337
0.433,0.748,0.052,0.756,0.0,0.501,1046.8060261321114,96276
0.682,0.907,0.0575,0.65,1.51e-06,0.965,5275.377960209127,95686
0.689,0.332,0.961,0.873,0.0,0.701,94.79746286745517,18067
0.56,0.573,0.94,0.844,0.0,0.557,214.8070169230633,18240
0.765,0.418,0.0406,0.00517,0.872,0.553,293.4687414301006,13345
0.396,0.901,0.0473,1.36e-06,0.88,0.613,435.6649357312833,38958
0.674,0.932,0.0859,0.0282,0.71,0.728,2160.1719730009463,30678
0.455,0.458,0.0325,0.884,0.681,0.668,302.5450942578356,108765
0.705,0.373,0.0384,0.723,0.81,0.551,502.22485646800715,57704
0.389,0.505,0.042,0.959,0.929,0.764,83.70414274466786,45172
0.569,0.674,0.0269,0.514,0.523,0.543,238.00214081616403,7862
0.734,0.519,0.0824,0.00814,0.141,0.685,2858.0426570890204,51962
0.789,0.72,0.217,0.223,0.0,0.664,1665.006502065622,30334
0.546,0.887,0.114,0.114,0.0,0.626,6140.656929786537,49299
0.753,0.831,0.247,0.148,2.32e-05,0.684,1209.1718933838163,31148
0.652,0.639,0.458,0.153,0.0,0.633,261.19726470926474,48813
0.908,0.559,0.333,0.00656,0.0,0.616,243.04455905379461,3516
0.619,0.781,0.333,0.148,0.0,0.728,262.2057483567909,1012
0.771,0.882,0.289,0.00347,0.0,0.552,85.72111003972009,17429
0.697,0.515,0.0331,0.455,0.0,0.514,1410.8686228890401,31734
0.775,0.75,0.182,0.331,4.94e-05,0.614,445.7497722065445,80899
0.581,0.857,0.127,0.374,0.0462,0.697,788.6342123654249,2664
0.779,0.801,0.0457,0.395,0.0,0.72,196.65431126759316,65301
0.552,0.676,0.443,0.274,0.0,0.672,188.5864420873842,37832
0.863,0.706,0.288,0.286,0.00115,0.562,94.79746286745517,36825
0.637,0.842,0.282,0.307,1.38e-06,0.702,86.72959368724621,69108
0.571,0.963,0.0968,0.00161,0.32,0.744,180.51857290717527,46922
0.645,0.686,0.028,0.0304,1.66e-06,0.941,1791.0669580063868,106146
0.798,0.633,0.043,0.0795,0.000318,0.782,1128.493201581727,87836
0.507,0.961,0.0568,0.000168,8.35e-05,0.759,4353.623906370254,50005
0.795,0.845,0.135,0.105,1.14e-05,0.769,1407.8431719464618,89458
0.677,0.739,0.304,0.203,0.0,0.933,94.79746286745517,41232
0.899,0.626,0.292,0.076,0.0,0.873,142.19619430118274,67046
0.531,0.977,0.269,0.178,0.0,0.806,141.18771065365664,25448
0.852,0.887,0.263,0.246,1.87e-05,0.788,94.79746286745517,88484
0.565,0.676,0.0384,0.335,0.0,0.963,960.0764324448651,103730
0.798,0.625,0.13,0.383,3.33e-05,0.774,502.22485646800715,88460
0.645,0.943,0.0393,0.385,0.0,0.965,1082.1029537955253,90813
0.783,0.877,0.0776,0.277,1.12e-05,0.929,384.2322697074512,104239
0.666,0.887,0.0326,0.154,0.385,0.971,126.06045594076484,61613
