r,g,b,weight,source_index
117.0,121.0,132.0,215.0001241366011,194257
108.0,134.0,159.0,279.0001610888917,190306
148.0,194.0,85.0,28.00001616662712,189467
27.0,32.0,35.0,301.00017379124154,139097
117.0,31.0,32.0,105.0000606248517,505246
206.0,188.0,210.0,25.0000144344885,103454
182.0,193.0,195.0,68.00003926180872,106411
72.0,89.0,97.0,440.00025404699755,104561
127.0,85.0,109.0,180.0001039283172,260167
12.0,10.0,21.0,514.0002967730835,186381
12.0,16.0,17.0,257.00014838654175,146108
116.0,160.0,85.0,104.00006004747216,1289172
95.0,128.0,97.0,31.000017898765737,1339567
218.0,31.0,42.0,115.00006639864709,1485572
235.0,15.0,40.0,90.0000519641586,792789
231.0,37.0,45.0,247.00014261274637,802669
63.0,96.0,17.0,9.00000519641586,158971
60.0,96.0,60.0,26.00001501186804,1458740
152.0,179.0,86.0,349.0002015054595,168689
199.0,94.0,99.0,13.00000750593402,753461
246.0,89.0,98.0,14.00000808331356,259818
139.0,93.0,103.0,132.00007621409927,288124
163.0,91.0,102.0,9.00000519641586,251577
104.0,11.0,21.0,295.0001703269643,283209
124.0,14.0,17.0,1212.0006997840023,848078
97.0,29.0,18.0,1665.000961336934,503159
55.0,60.0,4.0,1602.000924962023,13372
150.0,9.0,26.0,1216.0007020935207,532714
206.0,141.0,183.0,27.000015589247578,235521
255.0,157.0,163.0,5.0000028868977,423054
222.0,172.0,165.0,337.00019457690496,584745
223.0,192.0,65.0,195.00011258901029,1203734
255.0,227.0,75.0,107.00006177961077,677012
255.0,226.0,102.0,354.00020439235715,1249879
35.0,15.0,27.0,1798.0010381284128,236577
52.0,2.0,31.0,240.0001385710896,237496
63.0,24.0,29.0,1427.0008239206036,604833
174.0,8.0,20.0,338.0001951542845,256642
176.0,14.0,25.0,255.00014723178268,248949
183.0,31.0,26.0,1038.0005993199625,258246
79.0,114.0,74.0,125.0000721724425,1378245
77.0,102.0,80.0,280.0001616662712,1231314
79.0,112.0,85.0,22.000012702349878,1291131
6.0,7.0,12.0,831.0004798023976,160673
9.0,7.0,8.0,1105.0006380043917,1725919
1.0,9.0,11.0,326.00018822573,86809
176.0,36.0,19.0,1670.0009642238317,751946
76.0,15.0,20.0,119.00006870816526,132327
93.0,12.0,18.0,152.00008776169008,286181
79.0,24.0,17.0,1211.0006992066228,295050
85.0,27.0,23.0,1185.0006841947547,510739
47.0,47.0,49.0,295.0001703269643,109472
57.0,33.0,49.0,167.00009642238317,206959
45.0,54.0,51.0,258.00014896392133,173812
209.0,70.0,29.0,1093.0006310758372,1350193
217.0,84.0,17.0,1418.0008187241876,469747
117.0,132.0,77.0,779.0004497786616,812780
104.0,146.0,72.0,346.00019977332084,1408837
112.0,144.0,69.0,372.00021478518886,1730810
