x0,x1,x2,x3,x4,x5,weight,source_index
0.465,0.23,0.0325,0.349,2.85e-06,0.114,1722.6319671267518,107094
0.546,0.383,0.032,0.403,0.0,0.372,2670.5299757665157,19924
0.413,0.836,0.0433,0.00202,0.0,0.303,12018.3858392161,113239
0.635,0.282,0.541,0.467,0.0,0.334,25.023706669476347,98698
0.41,0.985,0.506,0.0161,0.000238,0.171,45.042672005057426,32309
0.596,0.969,0.503,0.211,0.00441,0.369,56.05310293962702,29870
0.446,0.0891,0.0399,0.991,4.39e-05,0.221,6335.001580444632,93926
0.706,0.112,0.0391,0.827,4.03e-06,0.414,5172.90064271415,45002
0.391,0.588,0.0594,0.673,0.0,0.41,1054.9994731851227,43239
0.698,0.76,0.0371,0.563,0.000181,0.471,1649.5627436518807,36280
0.436,0.368,0.512,0.92,0.452,0.188,15.01422400168581,105911
0.789,0.421,0.655,0.776,0.496,0.476,84.07965440944052,105437
0.479,0.953,0.862,0.609,0.0,0.183,158.1498261510905,18708
0.604,0.661,0.94,0.833,0.0,0.328,324.30723843641346,18145
0.0,2.03e-05,0.0,0.113,0.94,0.0,577.5471499315141,101966
0.509,0.326,0.0254,0.0618,0.805,0.229,779.738699820883,91291
0.114,0.988,0.145,0.000153,0.901,0.0295,2898.7461805921403,42665
0.566,0.757,0.0355,0.328,0.84,0.403,4308.081340217048,38328
0.169,0.132,0.0415,0.7,0.975,0.0273,4256.032030344537,39340
0.58,0.408,0.0372,0.573,0.819,0.471,1550.4688652407544,45880
0.204,1.0,0.0445,0.933,0.691,1e-05,254.2408597618797,101880
0.617,0.675,0.0241,0.619,0.884,0.335,224.21241175850807,38253
0.409,0.336,0.0301,0.383,0.0,0.549,264.25034242967024,37109
0.784,0.301,0.184,0.47,0.0,0.532,2255.1364450532083,14095
0.5,0.731,0.163,0.0179,0.000338,0.542,5051.785902433885,53363
0.675,0.416,0.835,0.0607,0.0,0.643,36.03413760404594,21335
0.789,0.612,0.659,0.382,0.0,0.84,50.047413338952694,66660
0.407,0.228,0.0385,0.756,0.0146,0.527,1025.9719734485302,82625
0.634,0.473,0.0425,0.575,0.0,0.915,3983.7741017806347,52486
0.443,0.76,0.395,0.528,0.0,0.775,1038.984300916658,96886
0.735,0.573,0.0846,0.799,0.00466,0.887,5235.960383521231,104933
0.721,0.47,0.946,0.568,0.0,0.623,94.08913707723107,18975
0.494,0.644,0.905,0.704,0.0,0.866,45.042672005057426,64298
0.734,0.631,0.721,0.62,0.0,0.842,213.20198082393847,60827
0.489,0.398,0.05,0.491,0.712,0.938,13.012327468127701,52852
0.827,0.312,0.0924,0.138,0.89,0.551,291.2759456327047,105393
0.22,0.945,0.0959,3.4e-06,0.929,0.604,432.4096512485513,42365
0.792,0.831,0.0659,0.00099,0.636,0.724,2144.0311874407334,13637
0.354,0.194,0.034,0.989,0.961,0.67,300.2844800337162,16859
0.641,0.289,0.0484,0.985,0.954,0.63,498.47223685596884,26634
0.363,0.665,0.0375,0.54,0.968,0.566,83.07870614266147,39358
0.707,0.57,0.0499,0.89,0.551,0.922,236.22379095985673,108398
0.661,0.749,0.0371,0.0579,0.0,0.682,2836.6873880518388,19457
0.83,0.739,0.0627,0.136,2.11e-06,0.631,1652.565588452218,88577
0.576,0.835,0.0461,0.012,0.0,0.637,6094.773996417659,14456
0.844,0.934,0.078,0.17,0.000121,0.647,1200.1369718680855,89671
0.618,0.717,0.318,0.00256,0.0,0.603,259.245601095775,60002
0.804,0.719,0.337,0.0812,0.0,0.593,241.22853229375198,60339
0.508,0.883,0.329,0.0617,0.0,0.717,260.246549362554,17335
0.759,0.836,0.312,0.072,0.0,0.736,85.08060267621958,36634
