x0,x1,x2,x3,x4,x5,weight,source_index
0.489,0.337,0.112,0.301,0.0,0.276,1735.6003573924504,12859
0.549,0.324,0.0285,0.457,2.2e-06,0.268,2690.634371599685,102640
0.387,0.759,0.0295,0.00135,0.00198,0.381,12108.863155846107,57545
0.544,0.534,0.0328,0.269,0.0,0.362,15964.29614033846,19207
0.496,0.358,0.0307,0.826,1.25e-06,0.428,6382.693005192806,92765
0.506,0.161,0.0324,0.982,0.000251,0.343,5211.843490414982,76271
0.358,0.58,0.045,0.768,0.0058,0.352,1062.941764492529,99427
0.566,0.576,0.121,0.629,0.0,0.3,1661.9810511230437,32064
0.503,0.281,0.515,0.943,6.18e-06,0.416,84.71262639219397,98830
0.479,0.825,0.943,0.614,0.0,0.147,159.34041630912677,18536
0.637,0.853,0.929,0.93,0.0,0.119,326.7487017984625,18937
0.0952,0.332,0.0349,0.0968,0.797,0.0653,581.8950646225705,4929
0.616,0.483,0.0316,0.000996,0.76,0.253,785.6087614228466,38488
0.266,0.921,0.0387,0.000736,0.658,0.399,2920.5686432356397,58695
0.781,0.528,0.0425,0.169,0.84,0.267,4340.513618952415,109768
0.201,0.376,0.0658,0.993,0.969,0.0468,4288.072469281057,54983
0.712,0.369,0.0441,0.982,0.621,0.0351,1562.1411700179578,105078
0.496,0.511,0.0571,0.826,0.804,0.399,256.1548464716342,105438
0.521,0.509,0.0276,0.738,0.784,0.37,225.9003370458506,34457
0.417,0.264,0.0328,0.279,0.0,0.501,266.23968294689536,871
0.773,0.433,0.129,0.237,0.0,0.939,2272.1136578763453,18092
0.358,0.923,0.0717,0.105,0.0272,0.822,5089.816969064322,38499
0.422,0.486,0.0311,0.736,0.0,0.623,1033.6957387142718,90380
0.605,0.314,0.0327,0.916,0.0,0.836,4013.7649171539524,84450
0.482,0.721,0.0321,0.731,0.0,0.557,1046.8060261321114,102797
0.523,0.916,0.0419,0.518,0.0,0.861,5275.377960209127,35601
0.583,0.408,0.564,0.648,0.0,0.612,94.79746286745517,33285
0.689,0.797,0.89,0.712,0.0,0.654,214.8070169230633,18138
0.538,0.379,0.035,0.222,0.774,0.533,293.4687414301006,1934
0.384,0.858,0.0532,0.00123,0.839,0.821,435.6649357312833,48718
0.779,0.988,0.0482,0.00114,0.854,0.613,2160.1719730009463,24073
0.451,0.0159,0.0644,0.991,0.877,0.883,302.5450942578356,16958
0.647,0.2,0.062,0.949,0.683,0.724,502.22485646800715,108621
0.421,0.625,0.0494,0.756,0.97,0.727,83.70414274466786,101133
0.678,0.845,0.0392,0.791,0.782,0.965,238.00214081616403,1759
0.534,0.624,0.0462,0.00797,0.0,0.687,2858.0426570890204,84285
0.83,0.623,0.0801,0.0219,0.0,0.614,1665.006502065622,51190
0.741,0.893,0.0384,0.0435,3.19e-05,0.733,6140.656929786537,43553
0.884,0.765,0.0882,0.063,7.04e-06,0.594,1209.1718933838163,20605
0.729,0.505,0.323,0.229,0.0,0.723,261.19726470926474,80563
0.855,0.528,0.472,0.145,0.000672,0.553,243.04455905379461,37582
0.61,0.966,0.305,0.000645,0.247,0.631,262.2057483567909,43364
0.779,0.872,0.263,0.154,0.0,0.741,85.72111003972009,104731
0.638,0.522,0.0306,0.433,2.38e-06,0.605,1410.8686228890401,90875
0.786,0.627,0.166,0.328,6.92e-06,0.697,445.7497722065445,15396
0.733,0.859,0.033,0.479,0.0645,0.52,788.6342123654249,31570
0.762,0.806,0.0657,0.29,5.47e-05,0.636,196.65431126759316,32689
0.683,0.59,0.458,0.326,0.0,0.653,188.5864420873842,37757
0.752,0.605,0.404,0.334,0.0,0.521,94.79746286745517,112618
0.633,0.764,0.323,0.32,3.4e-06,0.522,86.72959368724621,48166
0.578,0.882,0.044,0.000121,0.479,0.623,180.51857290717527,82161
0.675,0.731,0.0368,0.247,6.17e-06,0.897,1791.0669580063868,1921
0.914,0.541,0.0874,0.17,8.78e-05,0.963,1128.493201581727,28984
0.576,0.977,0.0657,0.00321,0.000125,0.834,4353.623906370254,61508
0.844,0.789,0.0901,0.0112,0.00262,0.8,1407.8431719464618,32132
0.585,0.602,0.374,0.128,0.0,0.775,94.79746286745517,60686
0.791,0.733,0.35,0.0305,0.000169,0.913,142.19619430118274,65063
0.639,0.791,0.254,0.0275,0.0,0.933,141.18771065365664,67123
0.95,0.787,0.382,0.0991,0.0,0.896,94.79746286745517,18686
0.726,0.705,0.0427,0.333,7.68e-05,0.891,960.0764324448651,95862
0.797,0.612,0.0313,0.271,1.07e-05,0.919,502.22485646800715,107629
0.749,0.874,0.05,0.307,0.0,0.897,1082.1029537955253,95435
0.772,0.857,0.0389,0.462,0.0102,0.977,384.2322697074512,1978
0.515,0.899,0.0448,0.00808,0.479,0.929,126.06045594076484,58623
