x0,x1,x2,x3,x4,x5,weight,source_index
0.482,0.46,0.577,0.357,0.0,0.434,2.0003158393430542,94291
0.635,0.282,0.541,0.467,0.0,0.334,25.003947991788177,98698
0.381,0.921,0.511,0.00134,2.97e-05,0.129,45.00710638521872,72272
0.755,0.528,0.51,0.318,0.0,0.434,56.00884350160552,37514
0.498,0.453,0.959,0.659,0.0,0.183,15.002368795072908,18575
0.586,0.31,0.93,0.942,0.0,0.258,84.01326525240827,18910
0.46,0.8,0.951,0.775,0.0,0.189,158.0249513081013,18694
0.512,0.56,0.926,0.866,1.34e-06,0.459,324.05116597357477,18104
0.185,0.328,0.0585,0.0178,0.94,0.0845,577.0911196504711,59060
0.752,0.465,0.052,0.00561,0.786,0.179,779.1230194241197,73810
0.904,0.379,0.536,0.125,0.891,0.354,1.0001579196715271,24254
0.327,0.987,0.536,0.000316,0.777,0.252,5.000789598357636,27924
0.54,0.983,0.578,0.0487,0.922,0.0695,4.0006316786861085,58262
0.133,0.545,0.0637,0.955,0.788,0.0521,254.0401115965679,101493
0.696,0.701,0.041,0.593,0.749,0.491,224.03537400642207,36551
0.533,0.331,0.588,0.982,0.652,0.23,5.000789598357636,15185
0.558,0.965,0.531,0.763,0.836,0.16,1.0001579196715271,59644
0.457,0.482,0.0401,0.451,8.99e-06,0.742,264.0416907932832,45331
0.454,0.462,0.587,0.0227,0.00173,0.903,2.0003158393430542,26473
0.685,0.435,0.622,0.402,0.0,0.765,36.00568510817497,98234
0.443,0.801,0.529,0.311,0.0,0.611,5.000789598357636,60949
0.606,0.536,0.53,0.0506,0.0,0.614,50.007895983576354,37603
0.457,0.436,0.872,0.833,0.0,0.724,6.000947518029163,26808
0.544,0.45,0.893,0.799,0.0,0.585,94.01484444912354,34556
0.485,0.863,0.848,0.923,1.59e-05,0.928,45.00710638521872,18466
0.564,0.925,0.917,0.924,0.0,0.514,213.03363689003527,18871
0.488,0.437,0.032,0.105,0.974,0.918,13.002052955729852,7440
0.773,0.329,0.226,0.00125,0.797,0.532,291.0459546244144,94096
