x0,x1,x2,x3,x4,x5,weight,source_index
0.3,0.312,0.0294,0.209,0.00221,0.203,1721.7551557700745,41182
0.541,0.355,0.0282,0.404,0.0,0.443,2669.1706888986396,45624
0.793,0.444,0.612,0.414,0.0,0.222,25.010969723562965,33950
0.432,0.988,0.678,0.00175,3.49e-05,0.201,45.019745502413336,48585
0.779,0.629,0.527,0.0944,0.34,0.285,56.02457218078104,17056
0.538,0.143,0.0345,0.728,6.58e-06,0.323,5170.267661254936,85979
0.418,0.845,0.0415,0.572,0.144,0.202,1054.4624835454147,85097
0.841,0.549,0.037,0.78,0.0148,0.287,1648.7231241772706,103875
0.485,0.253,0.571,0.745,0.000741,0.338,15.006581834137778,84362
0.62,0.416,0.95,0.753,0.0,0.275,84.03685827117157,18277
0.453,0.994,0.929,0.808,0.0,0.0947,158.06932865291793,18239
0.601,0.85,0.957,0.93,0.0,0.27,324.142167617376,18990
0.448,0.336,0.0322,0.00145,0.838,0.0364,577.2531812198332,39202
0.683,0.481,0.075,0.191,0.736,0.47,779.341816586222,15921
0.353,0.993,0.18,0.000187,0.934,0.364,2897.270732777534,42737
0.614,0.87,0.0352,0.0287,0.896,0.237,4305.8885476086,17524
0.252,0.991,0.541,7.8e-06,0.849,0.111,5.002193944712593,17877
0.54,0.983,0.578,0.0487,0.922,0.0695,4.001755155770074,58262
0.162,0.419,0.0417,0.739,0.967,0.0757,4253.865730583589,113646
0.611,0.3,0.0359,0.989,0.942,0.0456,1549.6796840719612,111204
0.23,0.704,0.0566,0.767,0.869,0.308,254.11145239139972,84477
0.532,0.517,0.493,0.547,0.535,0.239,224.09828872312417,73618
0.659,0.353,0.723,0.984,0.807,0.438,5.002193944712593,15113
0.455,0.437,0.0278,0.314,0.0,0.724,264.1158402808249,34977
0.731,0.255,0.0375,0.485,0.0,0.564,2253.9885914874944,90062
0.326,0.859,0.0513,0.0193,0.0012,0.579,5049.214567792891,50418
0.718,0.484,0.523,0.312,0.0,0.692,36.01579640193067,98200
0.429,0.829,0.509,0.0973,0.0,0.555,5.002193944712593,110123
0.956,0.525,0.568,0.00962,0.0,0.601,50.02193944712593,66449
0.454,0.383,0.045,0.704,7.59e-06,0.669,1025.4497586660816,98316
0.638,0.324,0.0282,0.965,0.125,0.845,3981.746379991224,54296
0.228,0.523,0.0422,0.918,0.00121,0.539,1038.4554629223344,112548
