x0,x1,x2,x3,x4,x5,weight,source_index
0.433,0.327,0.0271,0.372,0.0,0.292,1721.7551557700745,99324
0.508,0.465,0.0373,0.154,0.00504,0.171,2669.1706888986396,28763
0.871,0.332,0.652,0.0811,5.09e-06,0.296,25.010969723562965,18706
0.367,0.996,0.538,0.0476,0.0,0.307,45.019745502413336,96202
0.869,0.802,0.504,0.0978,0.0,0.346,56.02457218078104,87155
0.64,0.295,0.0299,0.701,1.08e-05,0.152,5170.267661254936,34819
0.347,0.515,0.0279,0.555,0.0,0.278,1054.4624835454147,62940
0.773,0.533,0.0481,0.545,0.000974,0.185,1648.7231241772706,57823
0.477,0.313,0.594,0.714,0.0,0.266,15.006581834137778,66142
0.565,0.201,0.94,0.828,0.0,0.351,84.03685827117157,18898
0.469,0.706,0.944,0.772,0.0,0.367,158.06932865291793,18273
0.72,0.588,0.836,0.917,0.0,0.367,324.142167617376,18523
0.452,0.131,0.0324,0.47,0.898,0.143,577.2531812198332,4182
0.684,0.434,0.0419,0.0446,0.905,0.162,779.341816586222,105293
0.251,0.991,0.127,0.0208,0.961,0.469,2897.270732777534,42315
0.782,0.926,0.0428,4.1e-05,0.913,0.103,4305.8885476086,13315
0.397,0.668,0.558,7.93e-05,0.86,0.366,5.002193944712593,59515
0.54,0.983,0.578,0.0487,0.922,0.0695,4.001755155770074,46059
0.149,0.0281,0.0397,0.86,0.549,0.042,4253.865730583589,16497
0.629,0.123,0.077,0.994,0.954,0.313,1549.6796840719612,45652
0.106,0.886,0.0479,0.879,0.67,0.0217,254.11145239139972,101922
0.725,0.538,0.0342,0.501,0.594,0.372,224.09828872312417,13663
0.648,0.135,0.585,0.978,0.742,0.118,5.002193944712593,105834
0.234,0.396,0.0394,0.401,0.000303,0.636,264.1158402808249,84995
0.916,0.499,0.349,0.06,0.0,0.813,2253.9885914874944,112258
0.411,0.878,0.0611,0.00997,0.0,0.682,5049.214567792891,86978
0.685,0.435,0.622,0.402,0.0,0.765,36.01579640193067,98234
0.325,0.82,0.762,0.0767,0.105,0.861,5.002193944712593,42012
0.583,0.705,0.507,0.135,0.0,0.696,50.02193944712593,5977
0.352,0.424,0.0634,0.965,0.0,0.605,1025.4497586660816,16609
0.655,0.486,0.0258,0.785,0.000255,0.802,3981.746379991224,18783
0.335,0.502,0.0498,0.867,0.000657,0.935,1038.4554629223344,108562
0.457,0.436,0.872,0.833,0.0,0.724,6.002632733655112,26808
0.678,0.187,0.874,0.712,0.0,0.587,94.04124616059674,98646
0.465,0.615,0.921,0.863,0.0,0.685,45.019745502413336,18654
0.537,0.592,0.931,0.937,0.0,0.573,213.09346204475645,18345
0.368,0.281,0.0508,0.0208,0.917,0.775,13.005704256252741,5379
0.764,0.349,0.0518,0.0169,0.593,0.517,291.1276875822729,111069
0.306,0.701,0.0647,0.000398,0.592,0.555,432.189556823168,63513
0.791,0.597,0.0469,0.000109,0.874,0.605,2142.9398859148746,24440
0.0579,7.63e-05,0.0818,0.96,0.79,0.94,300.1316366827556,59274
0.68,0.465,0.029,0.743,0.676,0.847,498.2185168933743,26450
0.486,0.623,0.0358,0.734,0.536,0.525,83.03641948222904,34564
0.769,0.605,0.0315,0.706,0.596,0.873,236.10355419043438,66278
0.586,0.616,0.0324,0.182,0.0,0.719,2835.243527863098,81733
0.874,0.69,0.114,0.121,0.0,0.735,1651.7244405440981,88312
0.534,0.988,0.0361,0.0777,0.0835,0.546,6091.671785870995,49419
0.769,0.754,0.085,0.172,0.000571,0.728,1199.5261079420798,58452
0.61,0.54,0.418,0.195,0.0,0.619,259.1136463361123,106627
0.908,0.559,0.333,0.00656,0.0,0.616,241.10574813514697,3516
0.718,0.765,0.373,0.0178,0.0,0.685,260.1140851250548,60074
0.888,0.837,0.288,0.0761,0.0,0.601,85.03729706011408,32999
0.675,0.579,0.0308,0.369,3.38e-06,0.724,1399.6138657305835,80459
0.921,0.668,0.171,0.283,0.0,0.556,442.19394471259324,60190
0.627,0.759,0.0824,0.477,0.0,0.635,782.3431329530496,97610
0.76,0.828,0.0571,0.485,0.0,0.583,195.08556384379114,97566
0.749,0.68,0.276,0.377,0.0,0.59,187.08205353225097,36244
0.853,0.643,0.364,0.251,0.0,0.549,94.04124616059674,87614
0.597,0.878,0.263,0.257,0.0,0.706,86.0377358490566,60712
0.838,0.755,0.28,0.293,0.0,0.565,35.01535761298815,69855
0.616,0.706,0.0233,0.00975,0.309,0.655,76.03334795963141,19583
0.824,0.693,0.0631,0.0382,0.291,0.521,55.024133391838525,109226
0.567,0.975,0.139,0.00146,0.424,0.75,179.07854322071083,27020
0.758,0.891,0.0463,0.02,0.297,0.684,40.01755155770074,111396
0.827,0.518,0.343,0.164,0.375,0.584,6.002632733655112,53758
0.544,0.593,0.0654,0.266,0.312,0.568,19.008336989907853,109824
0.826,0.629,0.0486,0.357,0.38,0.54,4.001755155770074,1836
0.644,0.884,0.0437,0.332,0.261,0.597,9.003949100482668,17630
0.703,0.66,0.123,0.137,0.0,0.79,1776.779289161913,30115
0.8,0.61,0.0674,0.182,0.0,0.963,1119.4910048266784,68847
0.732,0.758,0.189,0.214,0.0,0.78,4318.894251864853,89586
0.873,0.855,0.0615,0.179,0.0285,0.884,1396.612549363756,25472
0.687,0.546,0.385,0.152,0.0,0.915,94.04124616059674,104617
0.835,0.68,0.307,0.0195,0.0,0.937,141.06186924089513,110193
0.639,0.791,0.254,0.0275,0.0,0.933,140.0614304519526,88065
0.852,0.887,0.263,0.246,1.87e-05,0.788,94.04124616059674,88484
0.671,0.689,0.0932,0.328,2.95e-06,0.811,952.4177270732777,8448
0.814,0.595,0.0277,0.476,0.0,0.8,498.2185168933743,70575
0.609,0.801,0.0274,0.302,5.85e-06,0.939,1073.4708205353224,7086
0.797,0.795,0.162,0.499,0.0,0.897,381.16717858709956,88648
0.686,0.736,0.258,0.286,7.62e-06,0.752,61.02676612549364,21473
0.789,0.71,0.353,0.37,0.0,0.826,53.02325581395348,51563
0.733,0.851,0.284,0.255,0.0,0.892,69.03027643703378,66403
0.881,0.79,0.298,0.26,0.000223,0.779,27.011847301448,58422
0.537,0.744,0.0655,0.0896,0.337,0.826,51.02237823606845,1189
0.909,0.745,0.0844,0.0312,0.313,0.806,38.01667397981571,107965
0.608,0.989,0.0319,0.000816,0.479,0.908,125.05484861781483,28834
0.765,0.833,0.0873,0.0376,0.268,0.837,57.02501096972356,91872
0.702,0.744,0.0471,0.263,0.464,0.813,12.005265467310224,12758
0.917,0.628,0.188,0.362,0.273,0.828,8.003510311540149,21660
0.618,0.831,0.0802,0.429,0.321,0.92,7.00307152259763,1641
0.869,0.76,0.0887,0.432,0.284,0.872,3.001316366827556,68625
0.529,0.649,0.028,0.00165,0.000209,0.151,1189.5217200526547,39932
0.827,0.592,0.151,0.056,0.0,0.118,218.09565598946907,69517
0.505,0.874,0.0561,0.228,0.0079,0.0582,1490.6537955243527,10903
0.818,0.799,0.156,0.00107,0.128,0.0815,71.03115401491883,30528
0.669,0.588,0.339,0.177,0.0,0.237,34.01491882404563,81757
0.9,0.573,0.353,0.118,0.0,0.236,19.008336989907853,39817
0.541,0.904,0.294,0.00709,0.000317,0.242,94.04124616059674,27157
0.902,0.758,0.288,0.0729,7.15e-06,0.142,4.001755155770074,39767
0.681,0.627,0.159,0.303,7.04e-05,0.135,341.14962702939886,17852
0.798,0.62,0.232,0.414,0.0192,0.235,67.02939885914874,110035
0.501,0.798,0.0412,0.336,2.31e-06,0.167,60.02632733655111,32424
0.753,0.844,0.137,0.361,6.44e-05,0.131,10.004387889425185,49994
0.743,0.74,0.402,0.363,0.0,0.191,15.006581834137778,94581
0.892,0.592,0.255,0.352,0.0,0.17,5.002193944712593,21479
0.711,0.996,0.46,0.414,3.68e-06,0.0759,18.007898200965336,48651
0.704,0.675,0.06,0.131,0.394,0.065,92.04036858271171,28950
0.934,0.533,0.0789,0.00694,0.447,0.15,18.007898200965336,109652
